latitude,longitude
43.55970719886294,1.36020781786421
43.56540104638876,1.337158854166585
43.608417997549374,1.39032843149777
43.62127660788567,1.457898420227882
43.58273840068652,1.390254157768914
43.54535243302122,1.351347843422204
43.59526604561972,1.44318687723284
43.60004145337079,1.440187454188917
43.60865129169801,1.424223466492771
43.60659006330061,1.408278072184495
43.54943207812148,1.383257480916703
43.65231640301728,1.448523408289158
43.555221341404014,1.426696378968629
43.662291211701714,1.376934889668515
43.678651455066344,1.394749567180512
43.706543095677574,1.383095551541889
43.50605882303037,1.555626082673004
43.57748136966613,1.450592305829965
43.6936806820359,1.48323152511954
43.58882360080346,1.421314618869251
43.626730116935164,1.443876246879088
43.59288841579087,1.410584178201215
43.61308102997723,1.401994466258331
43.58905837893299,1.471689303172161
43.59552834734966,1.453600163320385
43.63434457427947,1.467112699958889
43.558672731960975,1.497834670385434
43.640125496857735,1.415514591904715
43.60196639223003,1.544378668025324
43.65033930519768,1.465369994800005
43.58312196959629,1.533988037556988
43.579511712287186,1.538911608925396
43.64186589527602,1.368561273320844
43.652326052345536,1.362152542215886
43.65434616549075,1.360969176473566
43.5627695267333,1.518647229747824
43.553538374944154,1.526568345494811
43.61186442139121,1.422198770138241
43.63138999740701,1.37497000063766
43.57550274812625,1.449614771483835
43.571252374447155,1.444792971158291
43.565883415319156,1.447218924280003
43.56129527245413,1.447623010190678
43.508545618641335,1.375298107149898
43.56928526155578,1.581262185713556
43.56818645326301,1.588900521208132
43.639239999937566,1.555320008097336
43.53962479761512,1.512578460234723
43.60540258251874,1.476361476883462
43.56979952603297,1.391920597998477
43.60578320247181,1.448995337401857
43.581585751716425,1.486978225068671
43.547254179767336,1.419319708925137
43.56039727590027,1.393899770610465
43.555864877021754,1.477424931546399
43.543522835388714,1.394492666623259
43.56141919238289,1.391612388787265
43.604974805843035,1.479803044146246
43.556315246798775,1.400926547885826
43.62526716559905,1.427054025318911
43.558981706794945,1.39836474991603
43.55503662699709,1.403605171289252
43.48557775393685,1.338250527326326
43.48760640055548,1.340902686933989
43.48300824062334,1.334101194295105
43.48014254118424,1.340133677791005
43.47619688260369,1.333697918945822
43.451749959407145,1.320549384017012
43.44748391600343,1.327799040610662
43.4162408082401,1.31296766083176
43.46984830030415,1.339902951862654
43.411697975660914,1.309377661348335
43.46649458907207,1.337359162887555
43.468534608493755,1.336303901653572
43.47126322128675,1.339349851659966
43.420659964710346,1.316584168850224
43.460807426481544,1.344348786988301
43.45369316366744,1.332722514465202
43.466927123724496,1.318131689292783
43.464765184552085,1.31656096212141
43.426484831131596,1.357286027308294
43.42427856823295,1.360547138257734
43.4192046829781,1.37252509369157
43.48634804354102,1.402895388107607
43.451728961418794,1.401339718170751
43.44820206001285,1.396782056420656
43.45898921615819,1.36104802661274
43.4645897393361,1.328327390496709
43.442136963329354,1.2916105387531
43.419648868293194,1.277439785019842
43.40227051026329,1.258441439809323
43.39642235690717,1.261758287334062
43.4956193671146,1.304336483692366
43.522225001179656,1.279129994720196
43.48730805824591,1.392754770541947
43.49553986302456,1.358729918494976
43.47702467235466,1.35249236055424
